iter	Logloss
313	0.2249303519
314	0.2248229445
315	0.224705547
316	0.2245904027
317	0.2244836606
318	0.2243644385
319	0.2242849823
320	0.2240840671
321	0.2239840821
322	0.2238929802
323	0.2236990687
324	0.2235242896
325	0.2233948384
326	0.223257547
327	0.2231401359
328	0.2229695257
329	0.2227323699
330	0.2226780058
331	0.2225701912
332	0.2224336697
333	0.2223361424
334	0.2221649174
335	0.2219176686
336	0.2217176604
337	0.2214564926
338	0.2212458598
339	0.2211045662
340	0.2209610438
341	0.2208162452
342	0.2207038847
343	0.2205758972
344	0.2204694198
345	0.2203790004
346	0.2203174215
347	0.220154595
348	0.2200661838
349	0.2198607431
350	0.2196750935
351	0.2195296944
352	0.2193614602
353	0.219190261
354	0.2190284439
355	0.2188474135
356	0.2187614669
357	0.2186822515
358	0.2185869074
359	0.218397412
360	0.2182332781
361	0.2179789966
362	0.2178099759
363	0.2176216985
364	0.2174149102
365	0.2172589332
366	0.2170513929
367	0.2169143301
368	0.2167778716
369	0.2166126229
370	0.2164464575
371	0.2163896813
372	0.2162687646
373	0.2161573463
374	0.2160524181
375	0.2159280477
376	0.2157855434
377	0.2156909124
378	0.2155242805
379	0.2153135371
380	0.2151994743
381	0.2149645138
382	0.2148227595
383	0.2146678405
384	0.2145187196
385	0.2143263333
386	0.2142420088
387	0.2141586327
388	0.2140467313
389	0.2139050521
390	0.213802255
391	0.2136405787
392	0.2135119127
393	0.2133803528
394	0.2132935019
395	0.2131631695
396	0.2129399686
397	0.2128414157
398	0.2126049101
399	0.2125180803
400	0.2123278333
401	0.2121944232
402	0.2120984763
403	0.2119720147
404	0.2117748304
405	0.2116513369
406	0.2114671012
407	0.211340593
408	0.2112634785
409	0.2111272483
410	0.2109990022
411	0.2108235998
412	0.2106482592
413	0.2105385453
414	0.2103334249
415	0.2101532394
416	0.2099483865
417	0.2098675737
418	0.2097171283
419	0.2095400273
420	0.2094047907
421	0.2092744417
422	0.2091574895
423	0.2089879041
424	0.2088224037
425	0.208698907
426	0.2085649007
427	0.2084711894
428	0.2082802497
429	0.20809035
430	0.20798641
431	0.2078462865
432	0.2077540599
433	0.2076638032
434	0.20745785
435	0.2073495091
436	0.2072232119
437	0.2071776109
438	0.2070106274
439	0.2069568435
440	0.2068303272
441	0.2067204722
442	0.2065900145
443	0.2064928549
444	0.2063470179
445	0.2062101352
446	0.2061152554
447	0.2059365352
448	0.2057930855
449	0.205663489
450	0.2054919185
451	0.2053666515
452	0.2052267882
453	0.2051482866
454	0.2050285699
455	0.2049008782
456	0.2046954368
457	0.2045369487
458	0.2043929012
459	0.2043025816
460	0.204118352
461	0.2040429685
462	0.203843028
463	0.2036981308
464	0.2035395741
465	0.2033528297
466	0.2032597871
467	0.2031581676
468	0.2030611948
469	0.2028782357
470	0.2027245274
471	0.2026052276
472	0.2024605254
473	0.2023289991
474	0.202140235
475	0.2020347314
476	0.2019497916
477	0.2018180041
478	0.201682036
479	0.2015882356
480	0.2014161459
481	0.2013199316
482	0.2011948735
483	0.2010846256
484	0.2009071177
485	0.2007253036
486	0.2005811681
487	0.2004673745
488	0.2003470913
489	0.2002039873
490	0.2000704814
491	0.1999645587
492	0.199725134
493	0.1995221981
494	0.1993684635
495	0.1992666389
496	0.1991762307
497	0.1990599493
498	0.1989536549
499	0.1988208614
500	0.1987319087
501	0.198599379
502	0.198429614
503	0.1983585771
504	0.19819695
505	0.1981263023
506	0.1980194592
507	0.1979258272
508	0.1978428352
509	0.1977575827
510	0.1976467423
511	0.1975456318
512	0.19740986
513	0.1973174274
514	0.197213624
515	0.1970648845
516	0.1969690808
517	0.1968356627
518	0.1967174988
519	0.1965768942
520	0.1964934394
521	0.1963906419
522	0.196249823
523	0.1960779618
524	0.1959600267
525	0.1958467395
526	0.1957225683
527	0.1955221397
528	0.1953944527
529	0.1952445923
530	0.1951027553
531	0.1950146436
532	0.1949151175
533	0.1947954013
534	0.1946686556
535	0.1945657448
536	0.1944392487
537	0.1943515781
538	0.1942828954
539	0.1942084401
540	0.1939811934
541	0.1938650587
542	0.1937042805
543	0.193621044
544	0.1935128362
545	0.1934472645
546	0.1933116803
547	0.1932156611
548	0.1930803971
549	0.1929902023
550	0.1927653449
551	0.1926385234
552	0.1925354407
553	0.1924388741
554	0.1923745722
555	0.192282055
556	0.1921760881
557	0.1920801245
558	0.1919367387
559	0.1918655454
560	0.1917768634
561	0.1917136199
562	0.1916205447
563	0.1915114488
564	0.1913679555
565	0.191326146
566	0.191255104
567	0.1911566546
568	0.1910283336
569	0.1909483727
570	0.1908430351
571	0.1907093127
572	0.1906840119
573	0.1905547362
574	0.1904763473
575	0.1903872042
576	0.1902122875
577	0.1900808014
578	0.190000239
579	0.1899236338
580	0.1898492635
581	0.189616343
582	0.1894564151
583	0.1893050588
584	0.189237578
585	0.1891648078
586	0.1890732835
587	0.1889641448
588	0.1888099649
589	0.1886811641
590	0.1885870564
591	0.1884946327
592	0.1883903159
593	0.188232914
594	0.1881253215
595	0.1880511066
596	0.1879405767
597	0.1878089726
598	0.1877052275
599	0.1876363877
600	0.1875575768
601	0.1873579663
602	0.1872760628
603	0.1871631329
604	0.1870422687
605	0.1869022208
606	0.18677078
607	0.1867140379
608	0.186622044
609	0.1865539629
610	0.1864079711
611	0.186350683
612	0.186228274
613	0.186154538
614	0.185973468
615	0.185893377
616	0.1858101581
617	0.1856530784
618	0.1855218011
619	0.1854237422
620	0.1852772707
621	0.1851755049
622	0.1850926358
623	0.1849550549
624	0.1848671819
625	0.1847501852
626	0.1846817191
627	0.1845322212
628	0.1843528638
629	0.1842661005
630	0.184112315
631	0.1840251083
632	0.1838718978
633	0.1837969942
634	0.1836816027
635	0.1836044397
636	0.1834566596
637	0.1833173883
638	0.1831571169
639	0.1830279627
640	0.1829573932
641	0.1828839022
642	0.182786305
643	0.1826862358
644	0.1825309969
645	0.1824333978
646	0.1822905758
647	0.1822156816
648	0.1820287838
649	0.1820103555
650	0.181904435
651	0.181837781
652	0.1817286067
653	0.1816960276
654	0.1816186613
655	0.1814915836
656	0.1814272071
657	0.1813270034
658	0.1811937714
659	0.1810731379
660	0.1809237545
661	0.18084983
662	0.1807436203
663	0.1806786593
664	0.1805839247
665	0.1804778263
666	0.1803577925
667	0.180268207
668	0.1801385178
669	0.1800086018
670	0.1799678539
671	0.1798279804
672	0.1797483215
673	0.1796514076
674	0.1795981231
675	0.1795170696
676	0.1793909304
677	0.1791814455
678	0.1790771559
679	0.1789981768
680	0.1788935466
681	0.1788057308
682	0.1786818424
683	0.1785871852
684	0.178483245
685	0.1783504283
686	0.178306281
687	0.1782102004
688	0.1781283115
689	0.1779394684
690	0.1777878423
691	0.1777376198
692	0.1776155091
693	0.1774519556
694	0.1773421367
695	0.1772688103
696	0.1771125216
697	0.1770086321
698	0.1769099983
699	0.1768508736
700	0.1767329474
701	0.1766186867
702	0.1765280358
703	0.1763918316
704	0.1762166624
705	0.1761551006
706	0.1760358734
707	0.1758864725
708	0.1757811891
709	0.175600778
710	0.1754592144
711	0.1753385352
712	0.1751658725
713	0.1750582427
714	0.1749149977
715	0.174846416
716	0.1747449796
717	0.174668101
718	0.1745760645
719	0.1744879266
720	0.174422945
721	0.1743100693
722	0.1742440838
723	0.1741982895
724	0.1741309123
725	0.174031689
726	0.1739799005
727	0.1739234374
728	0.1738026686
729	0.1736611524
730	0.1735316285
731	0.1734184348
732	0.1733119552
733	0.173199391
734	0.1730832976
735	0.1729493596
736	0.1729215762
737	0.1728066916
738	0.1727286609
739	0.1726130663
740	0.1724710112
741	0.1724038645
742	0.1722707455
743	0.1721515874
744	0.1720342798
745	0.1719397926
746	0.171844437
747	0.1716635983
748	0.1716112373
749	0.1715365673
750	0.171373232
751	0.1711934852
752	0.1711080129
753	0.1709361905
754	0.1707859598
755	0.1706686993
756	0.1705415037
757	0.1704914569
758	0.1704081321
759	0.1702958746
760	0.1701721398
761	0.1700641789
762	0.1700009836
763	0.1699130664
764	0.1698423956
765	0.1697712592
766	0.1696675649
767	0.1694911286
768	0.1694013718
769	0.1693827809
770	0.1691887962
771	0.1691434397
772	0.1690343021
773	0.168908062
774	0.168801651
775	0.1687254251
776	0.1686985191
777	0.1686602343
778	0.1685462134
779	0.1684617388
780	0.1683842627
781	0.1682980807
782	0.1681914872
783	0.1680628549
784	0.1680173716
785	0.1678843843
786	0.1678403765
787	0.1677418331
788	0.1676273052
789	0.1675174499
790	0.1674443003
791	0.1673413798
792	0.1672468034
793	0.1671848605
794	0.1670216933
795	0.1668930369
796	0.1668230233
797	0.166736901
798	0.1665994873
799	0.1664969257
800	0.1664610862
801	0.1663420572
802	0.1662425689
803	0.1661996303
804	0.1660885807
805	0.1660106497
806	0.165870786
807	0.1657163946
808	0.1656234966
809	0.1655012697
810	0.1653476731
811	0.1652339626
812	0.165106606
813	0.1650226836
814	0.1649068293
815	0.164829452
816	0.1647363956
817	0.1646901769
818	0.1645763429
819	0.1644663914
820	0.1644053804
821	0.1642968899
822	0.1641845978
823	0.164091458
824	0.1639861592
825	0.1638330009
826	0.1637190706
827	0.1636495605
828	0.1635791809
829	0.1635110557
830	0.16340993
831	0.1633225458
832	0.1632089128
833	0.1631639604
834	0.1630973961
835	0.1629794154
836	0.1629171517
837	0.1628644059
838	0.1628093098
839	0.1627105986
840	0.162610776
841	0.1625952437
842	0.1625377576
843	0.1624714473
844	0.1623217995
845	0.1622433045
846	0.1621806452
847	0.1620345249
848	0.1620174081
849	0.1618386892
850	0.1617375411
851	0.1616285614
852	0.161571193
853	0.1614826824
854	0.1613401511
855	0.1612802308
856	0.1611870388
857	0.1611446535
858	0.1610403541
859	0.1609655435
860	0.1608039754
861	0.160699575
862	0.1606625397
863	0.1605920242
864	0.1605188462
865	0.1604003219
866	0.1602959234
867	0.1601925048
868	0.1601203447
869	0.160012872
870	0.1599172936
871	0.1598236954
872	0.1597511145
873	0.1596799904
874	0.1595469754
875	0.1594848574
876	0.1594002129
877	0.1593111651
878	0.1591968575
879	0.159123379
880	0.1590346249
881	0.1589632022
882	0.1589156203
883	0.1588667457
884	0.1587929967
885	0.1586855585
886	0.1586275283
887	0.1585204794
888	0.1584250982
889	0.1583301187
890	0.1583032842
891	0.1582020283
892	0.1580814284
893	0.1580213692
894	0.1579244795
895	0.1578843087
896	0.1578124886
897	0.1577511023
898	0.1576782663
899	0.1575578073
900	0.1574618959
901	0.1574032128
902	0.15735724
903	0.1572329224
904	0.1571292924
905	0.1569847028
906	0.1569001115
907	0.1567977337
908	0.1566752997
909	0.156607591
910	0.1565244029
911	0.1564446797
912	0.1562842363
913	0.1561995966
914	0.1560455491
915	0.1559033608
916	0.155842146
917	0.1557390334
918	0.1556435737
919	0.1555612343
920	0.1555015261
921	0.1554311505
922	0.1553292571
923	0.1552741369
924	0.1551795533
925	0.1550766575
926	0.15497076
927	0.1548853796
928	0.1547526706
929	0.1546972885
930	0.154565519
931	0.1544963886
932	0.1544408581
933	0.1543326208
934	0.1542368219
935	0.1541424793
936	0.1540565538
937	0.153934591
938	0.1538590474
939	0.1537686507
940	0.1536937847
941	0.1535964853
942	0.1534849304
943	0.1534313634
944	0.1532909031
945	0.1532034637
946	0.15311199
947	0.153051364
948	0.1529626006
949	0.1528754242
950	0.152789694
951	0.1526905956
952	0.1525865614
953	0.1524609001
954	0.1523541554
955	0.152218847
956	0.1520599801
957	0.1519686737
958	0.1518977347
959	0.1518410659
960	0.1517436174
961	0.1516923424
962	0.1515587996
963	0.1514211482
964	0.1513378942
965	0.1512381917
966	0.1511202777
967	0.1510341105
968	0.1509736944
969	0.1508944176
970	0.1508080479
971	0.1507203676
972	0.1506411011
973	0.1505359819
974	0.1504661612
975	0.1503525988
976	0.1502994054
977	0.1502103358
978	0.1501209955
979	0.1500320281
980	0.1499274037
981	0.1499099748
982	0.1498371335
983	0.1497796662
984	0.1497363167
985	0.1496334956
986	0.1495439912
987	0.1494533741
988	0.1493888363
989	0.1493217437
990	0.1492572509
991	0.1491036156
992	0.1490283803
993	0.148926958
994	0.148799693
995	0.1486903877
996	0.1485865593
997	0.1485071051
998	0.1484133394
999	0.1483198241
