,user_id,number_of_cards,outstanding,credit_limit,bill,total_cash_usage,total_retail_usage,remaining_bill,branch_code,payment_ratio,overlimit_percentage,payment_ratio_3month,payment_ratio_6month,delinquency_score,default_flag,years_since_card_issuing,total_usage,remaining_bill_per_number_of_cards,remaining_bill_per_limit,total_usage_per_limit,total_3mo_usage_per_limit,utilization_3month
10,17.0,4.0,39700203.0,100000000.0,5366000.0,0.0,3101354.0,0.0,A,99.9,0.0,75.01,74.41,0.0,0.0,11.58333333,3101354.0,0.0,0.0,0.03101354,0.0,0.388039143
11,19.0,2.0,5309091.0,5000000.0,5309314.0,0.0,0.0,5310555.0,A,9.17,6.21,7.43,14.26,0.0,1.0,2.833333333,0.0,2655277.5,1.062111,0.0,0.02369,0.98835345
12,20.0,2.0,701019.0,4000000.0,306224.0,0.0,457725.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,2.75,457725.0,0.0,0.0,0.11443125,0.140283438,0.13060025
13,21.0,3.0,13895389.0,13000000.0,13552786.0,0.0,1583400.0,0.0,A,164.09,0.0,98.12,100.0,0.0,0.0,12.41666667,1583400.0,0.0,0.0,0.1218,0.6771906540000001,0.637737731
14,24.0,2.0,22533915.0,20000000.0,22419126.0,0.0,0.0,22442690.0,A,10.51,12.75,7.49,12.2,0.0,1.0,0.916666667,0.0,11221345.0,1.1221345,0.0,0.09949698800000001,1.153388363
15,25.0,2.0,87473.0,20000000.0,76472.0,0.0,9653.0,0.0,A,0.0,0.0,0.0,0.0,0.0,0.0,2.25,9653.0,0.0,0.0,0.00048265,0.000478325,0.002669388
16,28.0,5.0,34400963.0,75000000.0,15919380.0,0.0,19725000.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,11.75,19725000.0,0.0,0.0,0.263,0.19947779999999998,0.35895802299999996
17,30.0,2.0,8274519.0,9000000.0,8895441.0,0.0,453615.0,8187963.0,A,0.0,0.0,10.31,9.82,0.0,0.0,2.75,453615.0,4093981.5,0.9097736670000001,0.050401667000000004,0.0578,0.9114989720000001
18,33.0,2.0,20677879.0,20000000.0,16368603.0,0.0,3930500.0,20585838.0,A,10.12,3.62,53.04,99.83,0.0,0.0,0.916666667,3930500.0,10292919.0,1.0292919,0.196525,0.217989425,0.839397013
19,36.0,2.0,5400592.0,8000000.0,5227386.0,0.0,0.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.434746875,0.497469969
20,37.0,2.0,9780823.0,12000000.0,11222392.0,0.0,0.0,9448678.0,A,0.0,0.0,17.27,28.07,0.0,0.0,7.75,0.0,4724339.0,0.787389833,0.0,0.081079896,1.053099104
21,39.0,3.0,21009401.0,20000000.0,20861439.0,0.0,0.0,20779541.0,A,0.0,4.89,71.09,48.62,0.0,0.0,2.0,0.0,6926513.667,1.03897705,0.0,0.4943125,0.9626135
22,41.0,2.0,126948.0,12000000.0,132613.0,0.0,0.0,0.0,A,0.0,0.0,49.91,100.0,0.0,0.0,8.75,0.0,0.0,0.0,0.0,0.027564875,0.224720438
23,44.0,3.0,21967.0,50000000.0,43448.0,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.000519945
24,46.0,2.0,4821008.0,5000000.0,4822143.0,0.0,0.0,4898977.0,A,0.0,0.0,88.03,98.77,0.0,0.0,3.583333333,0.0,2449488.5,0.9797954,0.0,0.28,0.65312845
25,47.0,2.0,101091439.0,89000000.0,75619978.0,0.0,1029809.0,98145225.0,A,0.0,8.41,25.09,66.67,0.0,0.0,7.0,1029809.0,49072612.5,1.102755337,0.011570888,0.065478385,1.175830458
26,49.0,2.0,3411278.0,6000000.0,2512956.0,0.0,2371574.0,0.0,A,99.73,0.0,99.77,99.82,0.0,0.0,6.75,2371574.0,0.0,0.0,0.39526233299999997,0.45844208299999994,0.50699575
27,50.0,2.0,111507.0,5000000.0,116930.0,0.0,0.0,0.0,A,100.0,0.0,75.0,66.67,0.0,0.0,0.833333333,0.0,0.0,0.0,0.0,0.10124825,0.08558239999999999
28,51.0,2.0,268035.0,28000000.0,247357.0,0.0,0.0,0.0,A,0.0,0.0,0.0,70.88,0.0,0.0,10.66666667,0.0,0.0,0.0,0.0,0.000698214,0.004056616
29,52.0,3.0,9066848.0,80000000.0,1583655.0,0.0,501640.0,0.0,A,103.45,0.0,100.2,100.03,0.0,0.0,1.75,501640.0,0.0,0.0,0.0062705,0.009309656,0.122994925
30,53.0,2.0,8455504.0,59000000.0,2444783.0,0.0,5722000.0,0.0,A,101.2,0.0,107.46,100.91,0.0,0.0,6.5,5722000.0,0.0,0.0,0.096983051,0.104708699,0.12663993199999998
31,55.0,3.0,25205710.0,30000000.0,15305099.0,0.0,450000.0,26562496.0,A,24.07,2.15,24.61,15.96,0.0,0.0,3.083333333,450000.0,8854165.332999999,0.885416533,0.015,0.0625,1.340845267
32,56.0,2.0,4280389.0,10000000.0,2212663.0,0.0,2000000.0,0.0,A,100.0,0.0,100.12,100.48,0.0,0.0,4.5,2000000.0,0.0,0.0,0.2,0.24316555,0.1963188
33,58.0,2.0,5963376.0,7000000.0,5992516.0,0.0,0.0,0.0,A,0.0,0.0,72.76,64.45,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.31137367899999996,0.8184278209999999
34,60.0,3.0,10253092.0,8000000.0,10271226.0,0.0,0.0,10032277.0,A,14.44,27.76,11.62,66.64,0.0,0.0,3.666666667,0.0,3344092.333,1.254034625,0.0,0.072069719,1.218362781
35,61.0,4.0,1486074.0,8000000.0,1357500.0,0.0,0.0,1950412.0,A,45.35,0.0,50.0,47.46,0.0,0.0,10.66666667,0.0,487603.0,0.24380149999999998,0.0,0.06859375,0.22252475
36,62.0,2.0,3717733.0,5000000.0,3724588.0,0.0,0.0,3647207.0,A,18.24,0.0,10.38,13.11,0.0,1.0,1.25,0.0,1823603.5,0.7294414,0.0,0.0,0.74495595
37,63.0,2.0,15362171.0,13000000.0,15636016.0,0.0,52000.0,15449105.0,A,0.0,16.63,4.91,14.06,0.0,1.0,10.66666667,52000.0,7724552.5,1.188392692,0.004,0.006355769,1.078112096
38,64.0,3.0,4327068.0,7000000.0,3311700.0,0.0,3228794.0,4750114.0,A,100.0,0.0,75.56,66.67,0.0,0.0,11.83333333,3228794.0,1583371.333,0.6785877140000001,0.461256286,0.28571428600000004,0.378177143
39,65.0,2.0,7914612.0,13000000.0,6101313.0,0.0,1682000.0,7297467.0,A,30.3,0.0,29.83,92.87,0.0,0.0,5.0,1682000.0,3648733.5,0.561343615,0.129384615,0.11125982699999999,0.596084135
40,66.0,2.0,324553.0,5000000.0,305193.0,0.0,71000.0,290873.0,A,0.0,0.0,75.0,109.71,0.0,0.0,5.166666667,71000.0,145436.5,0.0581746,0.0142,0.0277998,0.0278385
41,72.0,4.0,2179039.0,20000000.0,2166774.0,0.0,1333540.0,2653632.0,A,0.0,0.0,75.0,50.81,0.0,0.0,3.416666667,1333540.0,663408.0,0.1326816,0.066677,0.02935,0.037730413
42,73.0,4.0,7821818.0,7000000.0,8231678.0,0.0,454996.0,7883797.0,A,0.0,11.98,7.5,19.1,0.0,0.0,17.25,454996.0,1970949.25,1.1262567140000002,0.064999429,0.09223571400000001,0.8185451429999999
43,74.0,5.0,34400963.0,15000000.0,30562880.0,1250000.0,0.0,32788863.0,A,0.0,0.0,15.86,12.12,0.0,0.0,8.0,1250000.0,6557772.6,2.1859242,0.083333333,0.303706667,2.213187333
44,76.0,3.0,10788784.0,7000000.0,8491049.0,700000.0,1106768.0,10142774.0,A,7.31,54.13,7.23,20.15,0.0,0.0,9.75,1806768.0,3380924.667,1.4489677140000001,0.258109714,0.082365393,1.33822375
45,77.0,2.0,2984329.0,8000000.0,2658410.0,0.0,706305.0,2985347.0,A,17.27,0.0,46.21,66.67,0.0,0.0,3.333333333,706305.0,1492673.5,0.373168375,0.088288125,0.075030563,0.309743719
46,79.0,3.0,2763327.0,3000000.0,3075752.0,0.0,0.0,2763937.0,A,15.65,0.0,13.52,14.05,0.0,0.0,4.666666667,0.0,921312.3333,0.9213123329999999,0.0,0.0,0.9708901670000001
47,80.0,3.0,17228771.0,20000000.0,11778013.0,0.0,5693659.0,16697995.0,A,58.17,0.0,84.31,101.19,0.0,0.0,8.166666667000001,5693659.0,5565998.333,0.83489975,0.28468295,0.334390675,0.624839338
48,82.0,3.0,85136.0,80000000.0,80851.0,0.0,0.0,114060.0,A,0.0,0.0,30.33,50.0,0.0,1.0,14.41666667,0.0,38020.0,0.00142575,0.0,0.0020494379999999998,0.005770709000000001
49,84.0,3.0,5326730.0,25000000.0,2909294.0,0.0,2017956.0,4657138.0,A,71.22,0.0,70.05,98.69,0.0,0.0,8.666666667000001,2017956.0,1552379.333,0.18628552,0.08071824,0.40841998,0.48507454
50,85.0,2.0,67956.0,80000000.0,68098.0,0.0,0.0,0.0,A,0.0,0.0,25.0,100.33,0.0,0.0,7.583333333,0.0,0.0,0.0,0.0,0.0,0.000719259
51,87.0,5.0,17650302.0,21000000.0,12294525.0,0.0,4918000.0,12723213.0,A,37.25,0.0,65.38,43.25,0.0,0.0,12.58333333,4918000.0,2544642.6,0.6058672860000001,0.234190476,0.17734942899999998,0.595085083
52,89.0,4.0,74746853.0,66000000.0,63777396.0,0.0,0.0,75220201.0,A,0.0,5.8,4.79,26.05,2.0,1.0,8.25,0.0,18805050.25,1.139700015,0.0,0.026849564,1.072906288
53,90.0,2.0,9659895.0,8000000.0,9656368.0,0.0,0.0,9656999.0,A,0.0,20.23,11.44,40.13,0.0,0.0,25.66666667,0.0,4828499.5,1.207124875,0.0,0.109375,1.142090344
54,97.0,5.0,45178939.0,50000000.0,4469305.0,0.0,16860354.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,5.75,16860354.0,0.0,0.0,0.33720708,0.269226205,0.62342844
55,99.0,4.0,4227539.0,62000000.0,480667.0,0.0,0.0,0.0,A,100.0,0.0,100.0,87.56,0.0,0.0,7.833333333,0.0,0.0,0.0,0.0,0.001699274,0.07497264099999999
56,100.0,5.0,8409156.0,10000000.0,9253239.0,0.0,455900.0,8434377.0,A,15.76,0.0,10.22,21.13,0.0,0.0,11.91666667,455900.0,1686875.4,0.8434377000000001,0.04559,0.06385980000000001,0.84020275
57,101.0,3.0,42080121.0,39000000.0,38750329.0,0.0,5581172.0,42337498.0,A,16.67,5.12,10.99,10.92,0.0,1.0,13.25,5581172.0,14112499.33,1.085576872,0.143106974,0.097196545,1.020597962
58,102.0,2.0,49523698.0,52000000.0,25619524.0,0.0,7052415.0,54199747.0,A,14.78,6.53,18.97,8.54,0.0,0.0,8.75,7052415.0,27099873.5,1.042302827,0.135623365,0.055302885,0.887410125
59,103.0,3.0,10474901.0,41000000.0,10404990.0,0.0,2311500.0,14035025.0,A,75.65,0.0,67.0,57.05,0.0,0.0,7.166666667,2311500.0,4678341.666999999,0.342317683,0.056378049000000006,0.17083504300000002,0.194241274
60,104.0,3.0,27587920.0,27000000.0,24053465.0,0.0,0.0,31012184.0,A,0.0,1.49,11.28,12.37,0.0,0.0,9.583333332999999,0.0,10337394.67,1.148599407,0.0,0.100925926,0.986632787
61,105.0,2.0,3531340.0,4000000.0,3426618.0,0.0,0.0,3473377.0,A,0.0,0.0,8.46,37.78,0.0,0.0,2.75,0.0,1736688.5,0.86834425,0.0,0.31157725,0.964380125
62,110.0,2.0,5808009.0,6000000.0,4651087.0,0.0,1462713.0,0.0,A,100.0,0.0,74.92,66.67,0.0,0.0,5.166666667,1462713.0,0.0,0.0,0.2437855,0.6299625,0.770689167
63,112.0,3.0,10549114.0,39000000.0,4577088.0,0.0,4371200.0,0.0,A,100.0,0.0,100.02,99.24,0.0,0.0,13.16666667,4371200.0,0.0,0.0,0.112082051,0.215739538,0.251776173
64,114.0,2.0,9838483.0,9000000.0,9853124.0,0.0,0.0,9824034.0,A,0.0,7.38,21.06,37.44,0.0,0.0,6.083333333,0.0,4912017.0,1.091559333,0.0,0.168886333,1.051194389
65,116.0,2.0,5178561.0,6000000.0,4740303.0,0.0,527496.0,4923205.0,A,56.85,0.0,19.13,69.97,0.0,0.0,8.833333332999999,527496.0,2461602.5,0.820534167,0.087916,0.159629167,0.941473167
66,117.0,2.0,2883560.0,3000000.0,2795521.0,0.0,50000.0,2888880.0,A,10.08,0.0,21.84,17.68,0.0,0.0,0.75,50000.0,1444440.0,0.96296,0.016666667,0.16228916699999998,0.926630417
67,119.0,2.0,2925674.0,4000000.0,2392610.0,0.0,307265.0,0.0,A,100.0,0.0,100.0,44.05,0.0,0.0,2.0,307265.0,0.0,0.0,0.07681625,0.26037875,0.535553625
68,120.0,2.0,1104160.0,7000000.0,880675.0,0.0,267249.0,0.0,A,100.0,0.0,99.72,100.0,0.0,0.0,3.5,267249.0,0.0,0.0,0.038178429,0.033959286,0.22009428600000003
69,122.0,5.0,16912188.0,68000000.0,5082567.0,0.0,4226553.0,10807711.0,A,100.0,0.0,100.0,53.88,0.0,0.0,7.75,4226553.0,2161542.2,0.158936926,0.062155191,0.078522103,0.198695596
70,126.0,2.0,19756060.0,18000000.0,19628371.0,0.0,0.0,19822317.0,A,0.0,6.87,7.5,14.19,0.0,0.0,13.41666667,0.0,9911158.5,1.101239833,0.0,0.092002569,0.6852775
71,128.0,2.0,82447.0,5000000.0,68000.0,0.0,0.0,71247.0,A,100.0,0.0,97.82,99.61,0.0,0.0,1.5833333330000001,0.0,35623.5,0.0142494,0.0,0.0,0.1008681
72,130.0,4.0,9384116.0,57000000.0,8450471.0,0.0,789870.0,9513223.0,A,17.75,0.0,20.41,31.59,0.0,0.0,10.75,789870.0,2378305.75,0.166898649,0.013857368,0.018311412,0.215778193
73,132.0,2.0,5507953.0,5000000.0,4804712.0,500000.0,0.0,5503853.0,A,0.0,9.68,58.75,24.3,0.0,0.0,2.333333333,500000.0,2751926.5,1.1007706,0.1,0.3464093,0.7517659999999999
74,133.0,2.0,49436461.0,48000000.0,24704149.0,0.0,100000.0,44146980.0,A,0.0,2.11,47.06,59.38,0.0,1.0,14.25,100000.0,22073490.0,0.91972875,0.0020833329999999997,0.072757396,0.933404682
75,137.0,4.0,40694972.0,36000000.0,37754972.0,0.0,89000.0,0.0,A,84.8,0.0,81.8,101.5,0.0,0.0,7.666666667,89000.0,0.0,0.0,0.002472222,0.8563055559999999,1.017793938
76,141.0,6.0,40466328.0,51000000.0,41970110.0,0.0,1203059.0,40251125.0,A,32.58,0.0,10.48,7.43,0.0,0.0,8.75,1203059.0,6708520.833,0.789237745,0.023589392,0.077147966,0.8144774359999999
77,142.0,3.0,13754728.0,78000000.0,4640666.0,0.0,0.0,3829500.0,A,0.0,0.0,75.0,100.0,0.0,0.0,8.75,0.0,1276500.0,0.049096154,0.0,0.042406506,0.094780147
78,143.0,2.0,3690227.0,5000000.0,3574722.0,0.0,0.0,3682624.0,A,18.35,0.0,22.2,80.7,0.0,1.0,3.416666667,0.0,1841312.0,0.7365248000000001,0.0,0.0,0.78511315
79,144.0,2.0,3264378.0,9000000.0,3228560.0,0.0,0.0,3229179.0,A,0.0,0.0,9.23,12.96,0.0,1.0,10.58333333,0.0,1614589.5,0.35879766700000004,0.0,0.0,0.385441611
80,146.0,3.0,1721164.0,28000000.0,399218.0,0.0,1590000.0,0.0,A,0.0,0.0,113.14,78.04,0.0,0.0,11.91666667,1590000.0,0.0,0.0,0.056785714,0.0434335,0.027723393
81,147.0,2.0,65628.0,80000000.0,97666.0,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,2.0,1.0,2.916666667,0.0,0.0,0.0,0.0,0.0,0.000355409
82,151.0,2.0,3138502.0,13000000.0,3126000.0,0.0,0.0,3194687.0,A,39.52,0.0,38.81,58.16,0.0,0.0,4.833333333,0.0,1597343.5,0.245745154,0.0,0.0006048080000000001,0.250294712
83,153.0,3.0,44872441.0,71000000.0,29202987.0,0.0,321198.0,35989542.0,A,12.29,0.0,10.84,11.46,0.0,0.0,11.41666667,321198.0,11996514.0,0.506894958,0.004523915,0.0,1.0963806440000001
84,154.0,2.0,1825244.0,4000000.0,1770165.0,0.0,0.0,1827110.0,A,19.35,0.0,9.84,9.69,0.0,0.0,2.333333333,0.0,913555.0,0.45677749999999995,0.0,0.0,0.473858
85,155.0,2.0,5356229.0,5000000.0,5373285.0,0.0,20000.0,5366278.0,A,0.0,7.13,13.13,10.05,0.0,1.0,1.75,20000.0,2683139.0,1.0732556,0.004,0.0635125,1.0065374
86,158.0,3.0,61631766.0,56000000.0,74605410.0,0.0,0.0,73132564.0,A,0.63,9.23,12.03,9.67,0.0,0.0,14.08333333,0.0,24377521.33,1.305938643,0.0,0.09652678599999999,1.201252531
87,160.0,3.0,3941435.0,6000000.0,1733129.0,0.0,2585900.0,829240.0,A,54.5,0.0,68.77,32.39,0.0,0.0,7.25,2585900.0,276413.3333,0.138206667,0.43098333299999997,0.12210825,0.25187625
88,161.0,3.0,39330233.0,50000000.0,19123532.0,0.0,15655452.0,47627500.0,A,85.81,0.0,45.25,14.53,0.0,0.0,17.75,15655452.0,15875833.33,0.95255,0.31310904,0.23352989999999998,0.77130213
89,162.0,2.0,8055406.0,20000000.0,4902961.0,0.0,2499061.0,3965760.0,A,100.55,0.42,138.39,144.44,0.0,0.0,0.75,2499061.0,1982880.0,0.19828800000000002,0.12495305,0.068659363,0.368863725
90,163.0,4.0,1799869.0,3000000.0,348968.0,0.0,0.0,1433336.0,A,100.65,0.0,100.2,100.0,0.0,0.0,5.583333333,0.0,358334.0,0.47777866700000005,0.0,0.0,0.614348667
91,167.0,5.0,86933052.0,89000000.0,91538961.0,0.0,0.0,90538961.0,A,33.49,0.0,17.23,13.71,0.0,0.0,14.91666667,0.0,18107792.2,1.017291697,0.0,0.16839912899999998,0.730477065
92,168.0,2.0,2869091.0,3000000.0,2866000.0,0.0,0.0,2826313.0,A,11.82,0.0,32.84,10.22,0.0,0.0,0.833333333,0.0,1413156.5,0.942104333,0.0,0.126,0.901086417
93,171.0,4.0,9626093.0,62000000.0,8450471.0,0.0,0.0,7785116.0,A,49.49,0.0,43.32,97.83,0.0,0.0,14.25,0.0,1946279.0,0.125566387,0.0,0.060764640999999994,0.117429431
94,172.0,2.0,136453.0,7000000.0,88286.0,0.0,515.0,0.0,A,0.0,0.0,0.0,0.0,0.0,0.0,3.166666667,515.0,0.0,0.0,7.36e-05,0.0,0.002589286
95,173.0,3.0,55059905.0,80000000.0,28156726.0,0.0,26652913.0,54768947.0,A,26.16,0.0,61.61,64.83,0.0,0.0,2.833333333,26652913.0,18256315.67,0.6846118379999999,0.333161413,0.298814572,0.631832125
96,174.0,2.0,4950056.0,5000000.0,4091587.0,800000.0,252665.0,4798385.0,A,100.0,0.0,79.75,100.0,0.0,0.0,5.333333333,1052665.0,2399192.5,0.959677,0.210533,0.8858321,1.00320715
97,175.0,3.0,37829960.0,66000000.0,36423111.0,0.0,0.0,37459859.0,A,0.0,0.0,28.76,57.53,0.0,0.0,11.41666667,0.0,12486619.67,0.567573621,0.0,0.19243010600000002,0.458302727
98,177.0,4.0,104823901.0,97000000.0,108385069.0,0.0,2398100.0,103575120.0,A,0.0,6.79,15.52,16.79,0.0,0.0,10.0,2398100.0,25893780.0,1.067784742,0.02472268,0.073647067,0.89780324
99,179.0,2.0,6581913.0,22000000.0,2609238.0,0.0,3963100.0,0.0,A,100.0,0.0,100.43,100.0,0.0,0.0,6.0,3963100.0,0.0,0.0,0.180140909,0.075049136,0.126561955
100,180.0,2.0,4810069.0,20000000.0,1752566.0,0.0,3080001.0,5021821.0,A,104.21,0.0,100.0,106.43,0.0,0.0,5.583333333,3080001.0,2510910.5,0.25109105,0.15400005,0.255857675,0.399297275
101,181.0,2.0,2665809.0,4000000.0,103104.0,0.0,210900.0,2250003.0,A,542.49,0.0,165.23,45.9,0.0,0.0,6.166666667,210900.0,1125001.5,0.56250075,0.052725,0.082887313,0.5938154999999999
102,183.0,3.0,10385867.0,45000000.0,4505175.0,0.0,2152839.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,26.33333333,2152839.0,0.0,0.0,0.047840867,0.16886915,0.237811611
103,184.0,2.0,449167.0,38000000.0,182329.0,0.0,378934.0,0.0,A,0.0,0.0,50.0,39.29,0.0,0.0,7.166666667,378934.0,0.0,0.0,0.009971947,0.003508507,0.0042542890000000005
104,189.0,2.0,2645185.0,3000000.0,2400077.0,0.0,0.0,2627322.0,A,34.09,0.0,55.83,0.0,0.0,0.0,6.333333333,0.0,1313661.0,0.8757739999999999,0.0,0.27411875,0.672459833
105,190.0,2.0,14599203.0,20000000.0,13201701.0,0.0,1233539.0,13873200.0,A,10.0,0.0,75.0,100.03,0.0,0.0,1.9166666669999999,1233539.0,6936600.0,0.69366,0.06167695,0.248054025,0.493922575
106,191.0,2.0,6029687.0,9000000.0,1248498.0,0.0,0.0,0.0,A,100.16,0.0,60.53,50.0,0.0,0.0,8.833333332999999,0.0,0.0,0.0,0.0,0.23031,0.705381833
107,192.0,2.0,3766364.0,4000000.0,1582695.0,0.0,459428.0,2030088.0,A,100.0,0.0,100.9,100.0,0.0,0.0,1.0,459428.0,1015044.0,0.507522,0.11485699999999999,0.30542600000000003,0.692359563
108,193.0,2.0,3780272.0,10000000.0,321422.0,0.0,3341480.0,3629940.0,A,100.0,0.0,33.33,66.67,0.0,0.0,4.333333333,3341480.0,1814970.0,0.362994,0.334148,0.146334625,0.212202975
109,195.0,4.0,3034065.0,3000000.0,2175496.0,100000.0,9040.0,3124195.0,A,36.84,1.06,64.0,71.1,0.0,0.0,8.0,109040.0,781048.75,1.041398333,0.036346667,0.1567585,1.0735380829999999
110,196.0,2.0,5105222.0,5000000.0,4899099.0,0.0,0.0,0.0,A,100.01,2.42,30.58,10.12,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.2411623,0.95003345
111,197.0,2.0,4216107.0,10000000.0,902009.0,0.0,0.0,1159292.0,A,100.0,0.0,61.03,98.44,0.0,0.0,1.8333333330000001,0.0,579646.0,0.1159292,0.0,0.0,0.544276975
112,198.0,2.0,1035320.0,5000000.0,753179.0,0.0,214900.0,1029213.0,A,65.76,0.0,91.75,97.66,0.0,0.0,2.25,214900.0,514606.5,0.2058426,0.042980000000000004,0.04298775,0.17569145
113,199.0,2.0,50679483.0,46000000.0,50119889.0,0.0,100000.0,48660503.0,A,0.0,8.58,50.0,83.81,0.0,1.0,4.75,100000.0,24330251.5,1.057837022,0.002173913,0.7536063590000001,1.075951918
114,200.0,2.0,3472763.0,4000000.0,2611156.0,0.0,12000.0,3514732.0,A,10.0,0.0,30.67,77.65,0.0,0.0,1.083333333,12000.0,1757366.0,0.878683,0.003,0.093242375,1.086445875
115,201.0,2.0,2628046.0,9000000.0,1867173.0,0.0,460485.0,0.0,A,100.0,0.0,100.0,100.08,0.0,0.0,5.333333333,460485.0,0.0,0.0,0.051164999999999995,0.11748622199999999,0.14604647199999998
116,203.0,3.0,86338631.0,91000000.0,32679806.0,0.0,41236899.0,0.0,A,100.0,0.0,85.24,70.0,0.0,0.0,7.083333333,41236899.0,0.0,0.0,0.453152736,0.22535929100000002,0.6680072420000001
117,207.0,2.0,5630588.0,5000000.0,5355400.0,0.0,937600.0,5492170.0,A,11.01,11.12,40.35,43.12,0.0,0.0,2.0,937600.0,2746085.0,1.098434,0.18752,0.16336535,1.02868345
118,208.0,3.0,16710336.0,43000000.0,6335150.0,0.0,4470646.0,1875000.0,A,48.73,0.0,110.43,100.0,0.0,0.0,15.25,4470646.0,625000.0,0.043604650999999994,0.103968512,0.139228901,0.31421629100000004
119,210.0,2.0,2405199.0,3000000.0,1963654.0,0.0,0.0,2383145.0,A,19.59,0.0,20.79,21.21,0.0,0.0,2.0,0.0,1191572.5,0.794381667,0.0,0.144992583,0.682487917
120,211.0,2.0,1371136.0,8000000.0,1059473.0,0.0,410000.0,0.0,A,356.89,0.0,142.87,112.8,0.0,0.0,3.25,410000.0,0.0,0.0,0.05125,0.05051375,0.096096969
121,214.0,2.0,639250.0,9000000.0,636591.0,0.0,671200.0,0.0,A,192.31,0.0,100.36,95.84,0.0,0.0,15.25,671200.0,0.0,0.0,0.074577778,0.071986889,0.045629694000000005
122,216.0,2.0,679344.0,3000000.0,330559.0,0.0,405680.0,615584.0,A,100.0,0.0,100.03,80.55,0.0,0.0,3.5,405680.0,307792.0,0.205194667,0.135226667,0.154566667,0.186381333
123,219.0,2.0,4356681.0,10000000.0,746361.0,0.0,596550.0,0.0,A,100.0,0.0,100.0,76.04,0.0,0.0,1.75,596550.0,0.0,0.0,0.05965499999999999,0.07850900000000001,0.46425035
124,223.0,2.0,193686.0,5000000.0,135540.0,0.0,40521.0,173627.0,A,100.0,0.0,51.09,75.69,0.0,0.0,7.666666667,40521.0,86813.5,0.034725400000000003,0.0081042,0.0023,0.01297225
125,227.0,7.0,29666384.0,49000000.0,21414861.0,0.0,4836844.0,18530680.0,A,11.28,0.0,12.05,12.38,0.0,0.0,10.58333333,4836844.0,2647240.0,0.378177143,0.098711102,0.075150658,0.589734954
126,228.0,2.0,10536933.0,13000000.0,7509944.0,0.0,2948650.0,9568804.0,A,23.12,0.0,19.23,20.68,0.0,0.0,7.166666667,2948650.0,4784402.0,0.7360618459999999,0.226819231,0.124155269,0.630350981
