,user_id,number_of_cards,outstanding,credit_limit,bill,total_cash_usage,total_retail_usage,remaining_bill,branch_code,payment_ratio,overlimit_percentage,payment_ratio_3month,payment_ratio_6month,delinquency_score,default_flag,years_since_card_issuing,total_usage,remaining_bill_per_number_of_cards,remaining_bill_per_limit,total_usage_per_limit,total_3mo_usage_per_limit,total_6mo_usage_per_limit,utilization_3month,utilization_6month
87,160.0,3.0,3941435.0,6000000.0,1733129.0,0.0,2585900.0,829240.0,A,54.5,0.0,68.77,32.39,0.0,0.0,7.25,2585900.0,276413.3333,0.138206667,0.43098333299999997,0.12210825,0.0,0.25187625,0.38765816700000005
88,161.0,3.0,39330233.0,50000000.0,19123532.0,0.0,15655452.0,47627500.0,A,85.81,0.0,45.25,14.53,0.0,0.0,17.75,15655452.0,15875833.33,0.95255,0.31310904,0.23352989999999998,0.080908087,0.77130213,0.704878007
89,162.0,2.0,8055406.0,20000000.0,4902961.0,0.0,2499061.0,3965760.0,A,100.55,0.42,138.39,144.44,0.0,0.0,0.75,2499061.0,1982880.0,0.19828800000000002,0.12495305,0.068659363,0.133199534,0.368863725,0.37699125
94,172.0,2.0,136453.0,7000000.0,88286.0,0.0,515.0,0.0,A,0.0,0.0,0.0,0.0,0.0,0.0,3.166666667,515.0,0.0,0.0,7.36e-05,0.0,0.0,0.002589286,0.002285714
95,173.0,3.0,55059905.0,80000000.0,28156726.0,0.0,26652913.0,54768947.0,A,26.16,0.0,61.61,64.83,0.0,0.0,2.833333333,26652913.0,18256315.67,0.6846118379999999,0.333161413,0.298814572,0.5310677079999999,0.631832125,0.5723811
96,174.0,2.0,4950056.0,5000000.0,4091587.0,800000.0,252665.0,4798385.0,A,100.0,0.0,79.75,100.0,0.0,0.0,5.333333333,1052665.0,2399192.5,0.959677,0.210533,0.8858321,1.177975866,1.00320715,1.385004066
98,177.0,4.0,104823901.0,97000000.0,108385069.0,0.0,2398100.0,103575120.0,A,0.0,6.79,15.52,16.79,0.0,0.0,10.0,2398100.0,25893780.0,1.067784742,0.02472268,0.073647067,0.081912928,0.89780324,0.75621401
99,179.0,2.0,6581913.0,22000000.0,2609238.0,0.0,3963100.0,0.0,A,100.0,0.0,100.43,100.0,0.0,0.0,6.0,3963100.0,0.0,0.0,0.180140909,0.075049136,0.019510985,0.126561955,0.069434227
100,180.0,2.0,4810069.0,20000000.0,1752566.0,0.0,3080001.0,5021821.0,A,104.21,0.0,100.0,106.43,0.0,0.0,5.583333333,3080001.0,2510910.5,0.25109105,0.15400005,0.255857675,0.21941081699999998,0.399297275,0.362679584
101,181.0,2.0,2665809.0,4000000.0,103104.0,0.0,210900.0,2250003.0,A,542.49,0.0,165.23,45.9,0.0,0.0,6.166666667,210900.0,1125001.5,0.56250075,0.052725,0.082887313,0.4626845,0.5938154999999999,0.646575668
102,183.0,3.0,10385867.0,45000000.0,4505175.0,0.0,2152839.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,26.33333333,2152839.0,0.0,0.0,0.047840867,0.16886915,0.085753126,0.237811611,0.321344911
103,184.0,2.0,449167.0,38000000.0,182329.0,0.0,378934.0,0.0,A,0.0,0.0,50.0,39.29,0.0,0.0,7.166666667,378934.0,0.0,0.0,0.009971947,0.003508507,0.004473684,0.0042542890000000005,0.004096395
105,190.0,2.0,14599203.0,20000000.0,13201701.0,0.0,1233539.0,13873200.0,A,10.0,0.0,75.0,100.03,0.0,0.0,1.9166666669999999,1233539.0,6936600.0,0.69366,0.06167695,0.248054025,0.085883334,0.493922575,0.42296706700000003
107,192.0,2.0,3766364.0,4000000.0,1582695.0,0.0,459428.0,2030088.0,A,100.0,0.0,100.9,100.0,0.0,0.0,1.0,459428.0,1015044.0,0.507522,0.11485699999999999,0.30542600000000003,0.273155168,0.692359563,0.407569668
108,193.0,2.0,3780272.0,10000000.0,321422.0,0.0,3341480.0,3629940.0,A,100.0,0.0,33.33,66.67,0.0,0.0,4.333333333,3341480.0,1814970.0,0.362994,0.334148,0.146334625,0.135870233,0.212202975,0.2541116
109,195.0,4.0,3034065.0,3000000.0,2175496.0,100000.0,9040.0,3124195.0,A,36.84,1.06,64.0,71.1,0.0,0.0,8.0,109040.0,781048.75,1.041398333,0.036346667,0.1567585,0.11666666699999999,1.0735380829999999,0.8952100000000001
112,198.0,2.0,1035320.0,5000000.0,753179.0,0.0,214900.0,1029213.0,A,65.76,0.0,91.75,97.66,0.0,0.0,2.25,214900.0,514606.5,0.2058426,0.042980000000000004,0.04298775,0.0447232,0.17569145,0.2173308
113,199.0,2.0,50679483.0,46000000.0,50119889.0,0.0,100000.0,48660503.0,A,0.0,8.58,50.0,83.81,0.0,1.0,4.75,100000.0,24330251.5,1.057837022,0.002173913,0.7536063590000001,0.509845333,1.075951918,1.302638094
114,200.0,2.0,3472763.0,4000000.0,2611156.0,0.0,12000.0,3514732.0,A,10.0,0.0,30.67,77.65,0.0,0.0,1.083333333,12000.0,1757366.0,0.878683,0.003,0.093242375,0.09479166800000001,1.086445875,1.234281418
115,201.0,2.0,2628046.0,9000000.0,1867173.0,0.0,460485.0,0.0,A,100.0,0.0,100.0,100.08,0.0,0.0,5.333333333,460485.0,0.0,0.0,0.051164999999999995,0.11748622199999999,0.023924,0.14604647199999998,0.005621148
116,203.0,3.0,86338631.0,91000000.0,32679806.0,0.0,41236899.0,0.0,A,100.0,0.0,85.24,70.0,0.0,0.0,7.083333333,41236899.0,0.0,0.0,0.453152736,0.22535929100000002,0.214912729,0.6680072420000001,0.264900802
117,207.0,2.0,5630588.0,5000000.0,5355400.0,0.0,937600.0,5492170.0,A,11.01,11.12,40.35,43.12,0.0,0.0,2.0,937600.0,2746085.0,1.098434,0.18752,0.16336535,0.334991534,1.02868345,0.8727845340000001
118,208.0,3.0,16710336.0,43000000.0,6335150.0,0.0,4470646.0,1875000.0,A,48.73,0.0,110.43,100.0,0.0,0.0,15.25,4470646.0,625000.0,0.043604650999999994,0.103968512,0.139228901,0.145157209,0.31421629100000004,0.407619535
120,211.0,2.0,1371136.0,8000000.0,1059473.0,0.0,410000.0,0.0,A,356.89,0.0,142.87,112.8,0.0,0.0,3.25,410000.0,0.0,0.0,0.05125,0.05051375,0.081677375,0.096096969,0.11660208400000001
121,214.0,2.0,639250.0,9000000.0,636591.0,0.0,671200.0,0.0,A,192.31,0.0,100.36,95.84,0.0,0.0,15.25,671200.0,0.0,0.0,0.074577778,0.071986889,0.176430444,0.045629694000000005,0.054140222
122,216.0,2.0,679344.0,3000000.0,330559.0,0.0,405680.0,615584.0,A,100.0,0.0,100.03,80.55,0.0,0.0,3.5,405680.0,307792.0,0.205194667,0.135226667,0.154566667,0.156733777,0.186381333,0.170463
123,219.0,2.0,4356681.0,10000000.0,746361.0,0.0,596550.0,0.0,A,100.0,0.0,100.0,76.04,0.0,0.0,1.75,596550.0,0.0,0.0,0.05965499999999999,0.07850900000000001,0.0733805,0.46425035,0.600315233
124,223.0,2.0,193686.0,5000000.0,135540.0,0.0,40521.0,173627.0,A,100.0,0.0,51.09,75.69,0.0,0.0,7.666666667,40521.0,86813.5,0.034725400000000003,0.0081042,0.0023,0.015561533999999998,0.01297225,0.018072866
125,227.0,7.0,29666384.0,49000000.0,21414861.0,0.0,4836844.0,18530680.0,A,11.28,0.0,12.05,12.38,0.0,0.0,10.58333333,4836844.0,2647240.0,0.378177143,0.098711102,0.075150658,0.094400184,0.589734954,0.490039061
126,228.0,2.0,10536933.0,13000000.0,7509944.0,0.0,2948650.0,9568804.0,A,23.12,0.0,19.23,20.68,0.0,0.0,7.166666667,2948650.0,4784402.0,0.7360618459999999,0.226819231,0.124155269,0.070105778,0.630350981,0.591924692
128,232.0,2.0,1602248.0,7000000.0,208250.0,0.0,1490766.0,90325.0,A,0.0,0.0,30.25,8.33,0.0,0.0,10.41666667,1490766.0,45162.5,0.012903571,0.21296657100000002,0.137178857,0.19123757100000002,0.306410107,0.40711861899999996
129,234.0,3.0,27582139.0,27000000.0,13851647.0,0.0,7678899.0,26013658.0,A,33.6,2.15,10.0,18.84,0.0,0.0,14.5,7678899.0,8671219.332999999,0.963468815,0.28440366699999997,0.059429509000000005,0.057777617,1.111371407,1.006603074
130,235.0,3.0,12344788.0,20000000.0,9457721.0,0.0,3735295.0,12277807.0,A,21.22,0.0,21.88,55.4,0.0,0.0,1.8333333330000001,3735295.0,4092602.333,0.61389035,0.18676475,0.082853213,0.192791834,0.544129063,0.49765010000000004
131,242.0,2.0,4031720.0,8000000.0,2208917.0,0.0,5835120.0,2922151.0,A,100.0,0.0,108.03,100.0,0.0,0.0,7.5,5835120.0,1461075.5,0.365268875,0.72939,0.26297175,0.202339125,0.310166781,0.084038791
132,243.0,3.0,16867508.0,87000000.0,8057121.0,0.0,9474712.0,0.0,A,100.0,0.0,87.98,100.0,0.0,0.0,11.41666667,9474712.0,0.0,0.0,0.108904736,0.093055523,0.074526215,0.108738629,0.183351805
134,245.0,2.0,2436251.0,3000000.0,1387283.0,0.0,799200.0,2436228.0,A,97.51,0.0,105.14,87.33,0.0,0.0,0.833333333,799200.0,1218114.0,0.812076,0.2664,0.25722375,0.16666711,0.8677895,0.78578789
135,246.0,3.0,14729148.0,13000000.0,14705412.0,0.0,820000.0,14539428.0,A,0.0,14.12,75.0,73.14,0.0,0.0,2.5,820000.0,4846476.0,1.1184175379999999,0.063076923,0.323879019,0.216998025,0.6640026729999999,0.252589744
136,247.0,2.0,6529873.0,28000000.0,4735375.0,0.0,901000.0,4297820.0,A,17.34,0.0,16.8,15.38,0.0,0.0,10.75,901000.0,2148910.0,0.153493571,0.032178571,0.017226339,0.023221988,0.22190392,0.316672429
138,251.0,2.0,217218.0,10000000.0,105500.0,0.0,127001.0,157224.0,A,105.57,0.0,100.0,100.13,0.0,0.0,4.25,127001.0,78612.0,0.015722399999999997,0.0127001,0.009182775,0.012704633,0.002527075,0.0022
139,255.0,2.0,20723309.0,20000000.0,16210462.0,0.0,1229000.0,20950666.0,A,11.17,3.63,34.26,82.96,0.0,0.0,4.75,1229000.0,10475333.0,1.0475333,0.06145,0.0875,0.125,0.9677376129999999,0.9917601
141,257.0,2.0,12059414.0,12000000.0,7875061.0,0.0,58330.0,7999527.0,A,22.09,3.02,73.08,100.19,0.0,0.0,8.416666667000001,58330.0,3999763.5,0.66662725,0.004860833,0.337674375,0.147271223,0.695379313,0.222541
144,260.0,2.0,24329989.0,70000000.0,9991841.0,0.0,2559980.0,0.0,A,100.13,0.0,100.0,57.95,0.0,0.0,12.41666667,2559980.0,0.0,0.0,0.036571143,0.09832523900000001,0.1581654,0.40888171799999995,0.450837876
145,261.0,2.0,5441641.0,15000000.0,2846461.0,0.0,1020580.0,0.0,A,100.0,0.0,56.19,64.25,0.0,0.0,5.583333333,1020580.0,0.0,0.0,0.068038667,0.161283967,2.2800000000000002e-05,0.40107476700000005,0.0014155110000000002
147,267.0,2.0,939900.0,10000000.0,934654.0,0.0,246155.0,915899.0,A,99.86,0.0,63.04,50.02,0.0,0.0,2.333333333,246155.0,457949.5,0.09158989999999999,0.0246155,0.034914099999999997,0.013974833,0.0524539,0.0116931
148,268.0,3.0,26917620.0,28000000.0,25971837.0,0.0,1000000.0,26566272.0,A,16.1,0.0,7.1,10.14,0.0,0.0,10.75,1000000.0,8855424.0,0.948795429,0.035714286,0.049368660999999994,0.09455245300000001,0.902585027,0.9453568809999999
149,272.0,2.0,5705768.0,10000000.0,5003845.0,0.0,500000.0,0.0,A,197.78,0.0,108.01,104.61,0.0,0.0,2.583333333,500000.0,0.0,0.0,0.05,0.182453225,0.648009167,1.03728115,1.3729462330000002
151,276.0,3.0,977576.0,19000000.0,172636.0,0.0,766209.0,0.0,A,100.0,0.0,100.0,100.12,0.0,0.0,11.0,766209.0,0.0,0.0,0.040326789,0.038124566,0.026315789,0.079778776,0.063655404
152,277.0,2.0,218049.0,22000000.0,94300.0,0.0,136869.0,0.0,A,289.21,0.0,189.33,218.04,0.0,0.0,7.25,136869.0,0.0,0.0,0.006221318000000001,0.0077301819999999995,0.017765893999999997,0.008578443,0.006811833000000001
153,279.0,3.0,13151126.0,20000000.0,13001126.0,0.0,149000.0,13143288.0,A,18.53,0.0,9.63,20.02,0.0,0.0,1.0,149000.0,4381096.0,0.6571644,0.00745,0.018219625,0.063277834,0.827002538,0.985096834
154,281.0,4.0,2246730.0,63000000.0,1640915.0,0.0,970000.0,0.0,A,0.0,0.0,50.33,151.14,0.0,0.0,11.25,970000.0,0.0,0.0,0.015396825,0.018154761999999998,0.016179746000000002,0.037410122999999997,0.063287439
155,283.0,2.0,435782.0,6000000.0,428000.0,0.0,1618.0,429035.0,A,100.0,0.0,100.0,100.0,0.0,0.0,5.25,1618.0,214517.5,0.071505833,0.000269667,0.0,0.0,0.10956566699999999,0.148125
157,286.0,2.0,6019383.0,8000000.0,5878594.0,0.0,23945.0,5900707.0,A,0.0,0.0,29.9,47.25,0.0,0.0,4.416666667,23945.0,2950353.5,0.737588375,0.002993125,0.19434296899999998,0.054553584,0.7224504690000001,0.479168541
159,288.0,2.0,7029282.0,10000000.0,2329429.0,0.0,2218159.0,0.0,A,100.0,0.0,75.0,56.95,0.0,0.0,3.583333333,2218159.0,0.0,0.0,0.2218159,0.319975,0.38455213299999996,0.412620475,0.605953533
160,289.0,3.0,3513243.0,21000000.0,1086378.0,0.0,212982.0,0.0,A,100.0,0.0,93.92,100.19,0.0,0.0,5.75,212982.0,0.0,0.0,0.010142,0.020117964,0.042317,0.21308661899999998,0.039620937
162,292.0,3.0,12538203.0,20000000.0,12223090.0,0.0,608297.0,12768340.0,A,3.91,0.0,21.1,16.79,0.0,0.0,0.916666667,608297.0,4256113.333000001,0.638417,0.03041485,0.0503032,0.0395895,0.6599608379999999,0.6345890670000001
163,293.0,2.0,8615185.0,20000000.0,8221109.0,0.0,81736.0,8584844.0,A,100.0,0.0,71.52,10.12,0.0,0.0,2.0,81736.0,4292422.0,0.4292422000000001,0.0040868,0.164609113,0.18226245,0.407757625,0.346486817
164,295.0,2.0,72918.0,6000000.0,81829.0,0.0,14000.0,137495.0,A,7.54,0.0,0.0,71.8,0.0,0.0,1.333333333,14000.0,68747.5,0.022915832999999997,0.002333333,0.006024583000000001,0.036861112,0.008324917,0.06734272200000001
165,296.0,2.0,22779651.0,75000000.0,11705866.0,0.0,16218125.0,0.0,A,100.0,0.0,99.96,94.69,0.0,0.0,11.91666667,16218125.0,0.0,0.0,0.216241667,0.29005836,0.38210696,0.313913213,0.314629173
166,297.0,2.0,5186759.0,10000000.0,3114544.0,0.0,1863253.0,4810773.0,A,63.22,0.0,65.88,72.16,0.0,0.0,1.75,1863253.0,2405386.5,0.48107730000000004,0.1863253,0.158647675,0.6548516670000001,0.75679075,1.367004933
168,302.0,2.0,718549.0,7000000.0,367708.0,0.0,367997.0,0.0,A,100.81,0.0,104.88,106.81,0.0,0.0,4.833333333,367997.0,0.0,0.0,0.05257100000000001,0.070408286,0.07519047599999999,0.152937429,0.191702857
