,user_id,number_of_cards,outstanding,credit_limit,bill,total_cash_usage,total_retail_usage,remaining_bill,branch_code,payment_ratio,overlimit_percentage,payment_ratio_3month,payment_ratio_6month,delinquency_score,default_flag,years_since_card_issuing,total_usage,remaining_bill_per_number_of_cards,remaining_bill_per_limit,total_usage_per_limit,total_3mo_usage_per_limit,utilization_3month,remaining_bill_over_outstanding,total_card_usage,limit_per_card,outstanding_per_card_limit,orig_prob,calibrated_prob,class_predicted
10,17.0,4.0,39700203.0,100000000.0,5366000.0,0.0,3101354.0,0.0,A,99.9,0.0,75.01,74.41,0.0,0.0,11.58333333,3101354.0,0.0,0.0,0.03101354,0.0,0.388039143,0.0,3101354.0,25000000.0,1.58800812,0.0020398290713364974,0.001960362427980588,0
11,19.0,2.0,5309091.0,5000000.0,5309314.0,0.0,0.0,5310555.0,A,9.17,6.21,7.43,14.26,0.0,1.0,2.833333333,0.0,2655277.5,1.062111,0.0,0.02369,0.98835345,1.0002757534199358,0.0,2500000.0,2.1236364,0.7760281388292133,0.3445816334433496,0
12,20.0,2.0,701019.0,4000000.0,306224.0,0.0,457725.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,2.75,457725.0,0.0,0.0,0.11443125,0.140283438,0.13060025,0.0,457725.0,2000000.0,0.3505095,0.0001098184949526841,0.0008130081300813009,0
13,21.0,3.0,13895389.0,13000000.0,13552786.0,0.0,1583400.0,0.0,A,164.09,0.0,98.12,100.0,0.0,0.0,12.41666667,1583400.0,0.0,0.0,0.1218,0.6771906540000001,0.637737731,0.0,1583400.0,4333333.333333333,3.206628230769231,0.0004087096317988025,0.0014341261425036612,0
14,24.0,2.0,22533915.0,20000000.0,22419126.0,0.0,0.0,22442690.0,A,10.51,12.75,7.49,12.2,0.0,1.0,0.916666667,0.0,11221345.0,1.1221345,0.0,0.099496988,1.153388363,0.9959516577567635,0.0,10000000.0,2.2533915,0.7947720461630774,0.3221882753388741,0
15,25.0,2.0,87473.0,20000000.0,76472.0,0.0,9653.0,0.0,A,0.0,0.0,0.0,0.0,0.0,0.0,2.25,9653.0,0.0,0.0,0.00048265,0.000478325,0.002669388,0.0,9653.0,10000000.0,0.0087473,0.7975058541029291,0.5225279503105591,0
16,28.0,5.0,34400963.0,75000000.0,15919380.0,0.0,19725000.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,11.75,19725000.0,0.0,0.0,0.263,0.1994778,0.358958023,0.0,19725000.0,15000000.0,2.293397533333333,0.0005786764418228688,0.0,0
17,30.0,2.0,8274519.0,9000000.0,8895441.0,0.0,453615.0,8187963.0,A,0.0,0.0,10.31,9.82,0.0,0.0,2.75,453615.0,4093981.5,0.909773667,0.050401667,0.0578,0.911498972,0.9895394523838787,453615.0,4500000.0,1.838782,0.018070084400659273,0.0468853311757004,0
18,33.0,2.0,20677879.0,20000000.0,16368603.0,0.0,3930500.0,20585838.0,A,10.12,3.62,53.04,99.83,0.0,0.0,0.916666667,3930500.0,10292919.0,1.0292919,0.196525,0.217989425,0.839397013,0.9955488181355544,3930500.0,10000000.0,2.0677879,0.1496906130957021,0.09543776242986053,0
19,36.0,2.0,5400592.0,8000000.0,5227386.0,0.0,0.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.434746875,0.497469969,0.0,0.0,4000000.0,1.350148,0.002713973343274101,0.013073845380915916,0
20,37.0,2.0,9780823.0,12000000.0,11222392.0,0.0,0.0,9448678.0,A,0.0,0.0,17.27,28.07,0.0,0.0,7.75,0.0,4724339.0,0.787389833,0.0,0.081079896,1.053099104,0.9660412012363376,0.0,6000000.0,1.6301371666666666,0.6091107305068892,0.2651641135434127,0
21,39.0,3.0,21009401.0,20000000.0,20861439.0,0.0,0.0,20779541.0,A,0.0,4.89,71.09,48.62,0.0,0.0,2.0,0.0,6926513.667,1.03897705,0.0,0.4943125,0.9626135,0.9890591835531151,0.0,6666666.666666667,3.15141015,0.3990387490162555,0.2694530453323445,0
22,41.0,2.0,126948.0,12000000.0,132613.0,0.0,0.0,0.0,A,0.0,0.0,49.91,100.0,0.0,0.0,8.75,0.0,0.0,0.0,0.0,0.027564875,0.224720438,0.0,0.0,6000000.0,0.021158,0.08852666282149761,0.11124410390569235,0
23,44.0,3.0,21967.0,50000000.0,43448.0,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.000519945,0.0,0.0,16666666.666666666,0.00131802,0.9146435371151377,0.6457811568276685,1
24,46.0,2.0,4821008.0,5000000.0,4822143.0,0.0,0.0,4898977.0,A,0.0,0.0,88.03,98.77,0.0,0.0,3.583333333,0.0,2449488.5,0.9797954,0.0,0.28,0.65312845,1.0161727588919163,0.0,2500000.0,1.9284032,0.04650238604253608,0.05629497791860607,0
25,47.0,2.0,101091439.0,89000000.0,75619978.0,0.0,1029809.0,98145225.0,A,0.0,8.41,25.09,66.67,0.0,0.0,7.0,1029809.0,49072612.5,1.102755337,0.011570888,0.065478385,1.175830458,0.9708559495329768,1029809.0,44500000.0,2.2717177303370786,0.6667456902520416,0.2654321722541265,0
26,49.0,2.0,3411278.0,6000000.0,2512956.0,0.0,2371574.0,0.0,A,99.73,0.0,99.77,99.82,0.0,0.0,6.75,2371574.0,0.0,0.0,0.395262333,0.458442083,0.50699575,0.0,2371574.0,3000000.0,1.1370926666666668,5.762861603281625e-05,0.0,0
27,50.0,2.0,111507.0,5000000.0,116930.0,0.0,0.0,0.0,A,100.0,0.0,75.0,66.67,0.0,0.0,0.833333333,0.0,0.0,0.0,0.0,0.10124825,0.08558239999999999,0.0,0.0,2500000.0,0.0446028,0.015630019842499083,0.039110107801279215,0
28,51.0,2.0,268035.0,28000000.0,247357.0,0.0,0.0,0.0,A,0.0,0.0,0.0,70.88,0.0,0.0,10.66666667,0.0,0.0,0.0,0.0,0.000698214,0.004056616,0.0,0.0,14000000.0,0.019145357142857145,0.6194435483730469,0.2087640484175147,0
29,52.0,3.0,9066848.0,80000000.0,1583655.0,0.0,501640.0,0.0,A,103.45,0.0,100.2,100.03,0.0,0.0,1.75,501640.0,0.0,0.0,0.0062705,0.009309656,0.122994925,0.0,501640.0,26666666.666666668,0.3400068,0.0002783052339295836,0.0017262501392137212,0
30,53.0,2.0,8455504.0,59000000.0,2444783.0,0.0,5722000.0,0.0,A,101.2,0.0,107.46,100.91,0.0,0.0,6.5,5722000.0,0.0,0.0,0.096983051,0.104708699,0.12663993199999998,0.0,5722000.0,29500000.0,0.28662725423728813,3.936399401597339e-05,0.0,0
31,55.0,3.0,25205710.0,30000000.0,15305099.0,0.0,450000.0,26562496.0,A,24.07,2.15,24.61,15.96,0.0,0.0,3.083333333,450000.0,8854165.332999999,0.885416533,0.015,0.0625,1.340845267,1.053828517427202,450000.0,10000000.0,2.520571,0.02759293242602551,0.044019481351384386,0
32,56.0,2.0,4280389.0,10000000.0,2212663.0,0.0,2000000.0,0.0,A,100.0,0.0,100.12,100.48,0.0,0.0,4.5,2000000.0,0.0,0.0,0.2,0.24316555,0.1963188,0.0,2000000.0,5000000.0,0.8560778,4.4379792379948165e-05,0.0,0
33,58.0,2.0,5963376.0,7000000.0,5992516.0,0.0,0.0,0.0,A,0.0,0.0,72.76,64.45,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.311373679,0.8184278209999999,0.0,0.0,3500000.0,1.7038217142857144,0.03152509594840146,0.04845566344885681,0
34,60.0,3.0,10253092.0,8000000.0,10271226.0,0.0,0.0,10032277.0,A,14.44,27.76,11.62,66.64,0.0,0.0,3.666666667,0.0,3344092.333,1.254034625,0.0,0.072069719,1.218362781,0.9784635698187435,0.0,2666666.6666666665,3.8449095000000004,0.2987612041746983,0.17380575824789699,0
35,61.0,4.0,1486074.0,8000000.0,1357500.0,0.0,0.0,1950412.0,A,45.35,0.0,50.0,47.46,0.0,0.0,10.66666667,0.0,487603.0,0.2438015,0.0,0.06859375,0.22252475,1.3124595410457354,0.0,2000000.0,0.743037,0.048597997242968004,0.061675371520504264,0
36,62.0,2.0,3717733.0,5000000.0,3724588.0,0.0,0.0,3647207.0,A,18.24,0.0,10.38,13.11,0.0,1.0,1.25,0.0,1823603.5,0.7294414,0.0,0.0,0.74495595,0.98102983726911,0.0,2500000.0,1.4870932,0.822509474738062,0.40154118579726494,0
37,63.0,2.0,15362171.0,13000000.0,15636016.0,0.0,52000.0,15449105.0,A,0.0,16.63,4.91,14.06,0.0,1.0,10.66666667,52000.0,7724552.5,1.188392692,0.004,0.006355769,1.078112096,1.0056589657802923,52000.0,6500000.0,2.363410923076923,0.9341670355673184,0.6207811568276684,1
38,64.0,3.0,4327068.0,7000000.0,3311700.0,0.0,3228794.0,4750114.0,A,100.0,0.0,75.56,66.67,0.0,0.0,11.83333333,3228794.0,1583371.333,0.6785877140000001,0.461256286,0.28571428600000004,0.378177143,1.0977673565564487,3228794.0,2333333.3333333335,1.8544577142857142,0.0015881527159057121,0.010830314371480031,0
39,65.0,2.0,7914612.0,13000000.0,6101313.0,0.0,1682000.0,7297467.0,A,30.3,0.0,29.83,92.87,0.0,0.0,5.0,1682000.0,3648733.5,0.561343615,0.129384615,0.111259827,0.596084135,0.9220246046173837,1682000.0,6500000.0,1.2176326153846153,0.0023744552794286752,0.01002454808132355,0
40,66.0,2.0,324553.0,5000000.0,305193.0,0.0,71000.0,290873.0,A,0.0,0.0,75.0,109.71,0.0,0.0,5.166666667,71000.0,145436.5,0.0581746,0.0142,0.0277998,0.0278385,0.8962265022970054,71000.0,2500000.0,0.1298212,0.006004525157711846,0.031357930085770876,0
41,72.0,4.0,2179039.0,20000000.0,2166774.0,0.0,1333540.0,2653632.0,A,0.0,0.0,75.0,50.81,0.0,0.0,3.416666667,1333540.0,663408.0,0.1326816,0.066677,0.02935,0.037730413,1.2177992225012952,1333540.0,5000000.0,0.4358078,0.0027569836050769215,0.020109362126060404,0
42,73.0,4.0,7821818.0,7000000.0,8231678.0,0.0,454996.0,7883797.0,A,0.0,11.98,7.5,19.1,0.0,0.0,17.25,454996.0,1970949.25,1.1262567140000002,0.064999429,0.092235714,0.8185451429999999,1.0079238611790762,454996.0,1750000.0,4.469610285714285,0.5397008597940508,0.26098661617921726,0
43,74.0,5.0,34400963.0,15000000.0,30562880.0,1250000.0,0.0,32788863.0,A,0.0,0.0,15.86,12.12,0.0,0.0,8.0,1250000.0,6557772.6,2.1859242,0.083333333,0.303706667,2.213187333,0.9531379397722093,0.0,3000000.0,11.466987666666666,0.22423656043572973,0.19723583881370374,0
44,76.0,3.0,10788784.0,7000000.0,8491049.0,700000.0,1106768.0,10142774.0,A,7.31,54.13,7.23,20.15,0.0,0.0,9.75,1806768.0,3380924.667,1.448967714,0.258109714,0.082365393,1.33822375,0.9401220749252186,1106768.0,2333333.3333333335,4.623764571428572,0.6629434012798618,0.22616817296419994,0
45,77.0,2.0,2984329.0,8000000.0,2658410.0,0.0,706305.0,2985347.0,A,17.27,0.0,46.21,66.67,0.0,0.0,3.333333333,706305.0,1492673.5,0.373168375,0.088288125,0.075030563,0.309743719,1.0003411152054615,706305.0,4000000.0,0.74608225,0.025760107940193913,0.009373399412787383,0
46,79.0,3.0,2763327.0,3000000.0,3075752.0,0.0,0.0,2763937.0,A,15.65,0.0,13.52,14.05,0.0,0.0,4.666666667,0.0,921312.3333,0.921312333,0.0,0.0,0.970890167,1.0002207483949601,0.0,1000000.0,2.763327,0.5498396082106638,0.27918433505267204,0
47,80.0,3.0,17228771.0,20000000.0,11778013.0,0.0,5693659.0,16697995.0,A,58.17,0.0,84.31,101.19,0.0,0.0,8.166666667000001,5693659.0,5565998.333,0.83489975,0.28468295,0.334390675,0.624839338,0.9691924630027295,5693659.0,6666666.666666667,2.5843156499999997,0.010690381142196252,0.020286951471999194,0
48,82.0,3.0,85136.0,80000000.0,80851.0,0.0,0.0,114060.0,A,0.0,0.0,30.33,50.0,0.0,1.0,14.41666667,0.0,38020.0,0.00142575,0.0,0.002049438,0.005770709000000001,1.3397387709077242,0.0,26666666.666666668,0.0031926,0.5715466775486286,0.3029148260692513,0
49,84.0,3.0,5326730.0,25000000.0,2909294.0,0.0,2017956.0,4657138.0,A,71.22,0.0,70.05,98.69,0.0,0.0,8.666666667000001,2017956.0,1552379.333,0.18628552,0.08071824,0.40841998,0.48507454,0.874295862564838,2017956.0,8333333.333333333,0.6392076,0.000793346305547265,0.0009132420091324201,0
50,85.0,2.0,67956.0,80000000.0,68098.0,0.0,0.0,0.0,A,0.0,0.0,25.0,100.33,0.0,0.0,7.583333333,0.0,0.0,0.0,0.0,0.0,0.000719259,0.0,0.0,40000000.0,0.0016989,0.8529630807770148,0.5904551495016611,1
51,87.0,5.0,17650302.0,21000000.0,12294525.0,0.0,4918000.0,12723213.0,A,37.25,0.0,65.38,43.25,0.0,0.0,12.58333333,4918000.0,2544642.6,0.6058672860000001,0.234190476,0.17734942899999998,0.595085083,0.7208495922619341,4918000.0,4200000.0,4.202452857142857,0.0023084290829497216,0.006059741309968165,0
52,89.0,4.0,74746853.0,66000000.0,63777396.0,0.0,0.0,75220201.0,A,0.0,5.8,4.79,26.05,2.0,1.0,8.25,0.0,18805050.25,1.139700015,0.0,0.026849564,1.072906288,1.0063326813237208,0.0,16500000.0,4.530112303030303,0.9976511800955213,0.7998837209302325,1
53,90.0,2.0,9659895.0,8000000.0,9656368.0,0.0,0.0,9656999.0,A,0.0,20.23,11.44,40.13,0.0,0.0,25.66666667,0.0,4828499.5,1.207124875,0.0,0.109375,1.142090344,0.9997002037806829,0.0,4000000.0,2.41497375,0.6927715801578951,0.366123660663688,0
54,97.0,5.0,45178939.0,50000000.0,4469305.0,0.0,16860354.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,5.75,16860354.0,0.0,0.0,0.33720708,0.269226205,0.62342844,0.0,16860354.0,10000000.0,4.5178939,0.00013876849123307613,0.0,0
55,99.0,4.0,4227539.0,62000000.0,480667.0,0.0,0.0,0.0,A,100.0,0.0,100.0,87.56,0.0,0.0,7.833333333,0.0,0.0,0.0,0.0,0.001699274,0.07497264099999999,0.0,0.0,15500000.0,0.2727444516129032,0.0367858160358048,0.057358525062986034,0
56,100.0,5.0,8409156.0,10000000.0,9253239.0,0.0,455900.0,8434377.0,A,15.76,0.0,10.22,21.13,0.0,0.0,11.91666667,455900.0,1686875.4,0.8434377000000001,0.04559,0.06385980000000001,0.84020275,1.0029992308383862,455900.0,2000000.0,4.204578,0.006101970911250925,0.03279981663673065,0
57,101.0,3.0,42080121.0,39000000.0,38750329.0,0.0,5581172.0,42337498.0,A,16.67,5.12,10.99,10.92,0.0,1.0,13.25,5581172.0,14112499.33,1.085576872,0.143106974,0.097196545,1.020597962,1.0061163559867141,5581172.0,13000000.0,3.236932384615385,0.8400855925296167,0.4684023567361179,1
58,102.0,2.0,49523698.0,52000000.0,25619524.0,0.0,7052415.0,54199747.0,A,14.78,6.53,18.97,8.54,0.0,0.0,8.75,7052415.0,27099873.5,1.042302827,0.135623365,0.055302885,0.887410125,1.0944204328198592,7052415.0,26000000.0,1.9047576153846153,0.08378634886843793,0.07286476146651433,0
59,103.0,3.0,10474901.0,41000000.0,10404990.0,0.0,2311500.0,14035025.0,A,75.65,0.0,67.0,57.05,0.0,0.0,7.166666667,2311500.0,4678341.6669999985,0.342317683,0.05637804900000001,0.17083504300000002,0.194241274,1.339871851772155,2311500.0,13666666.666666666,0.7664561707317074,0.004960260923958493,0.021646462230895537,0
60,104.0,3.0,27587920.0,27000000.0,24053465.0,0.0,0.0,31012184.0,A,0.0,1.49,11.28,12.37,0.0,0.0,9.583333332999999,0.0,10337394.67,1.148599407,0.0,0.100925926,0.986632787,1.1241218620323679,0.0,9000000.0,3.0653244444444443,0.1559331526934477,0.16755820846262823,0
61,105.0,2.0,3531340.0,4000000.0,3426618.0,0.0,0.0,3473377.0,A,0.0,0.0,8.46,37.78,0.0,0.0,2.75,0.0,1736688.5,0.86834425,0.0,0.31157725,0.964380125,0.9835861174511659,0.0,2000000.0,1.76567,0.3146353493829943,0.16868218109501332,0
62,110.0,2.0,5808009.0,6000000.0,4651087.0,0.0,1462713.0,0.0,A,100.0,0.0,74.92,66.67,0.0,0.0,5.166666667,1462713.0,0.0,0.0,0.2437855,0.6299625,0.770689167,0.0,1462713.0,3000000.0,1.936003,0.00036335495025969746,0.0,0
63,112.0,3.0,10549114.0,39000000.0,4577088.0,0.0,4371200.0,0.0,A,100.0,0.0,100.02,99.24,0.0,0.0,13.16666667,4371200.0,0.0,0.0,0.112082051,0.215739538,0.251776173,0.0,4371200.0,13000000.0,0.8114703076923077,0.00013709497336920163,0.0,0
64,114.0,2.0,9838483.0,9000000.0,9853124.0,0.0,0.0,9824034.0,A,0.0,7.38,21.06,37.44,0.0,0.0,6.083333333,0.0,4912017.0,1.091559333,0.0,0.168886333,1.051194389,0.9985313792786957,0.0,4500000.0,2.1863295555555555,0.4597019450367114,0.224328724038869,0
65,116.0,2.0,5178561.0,6000000.0,4740303.0,0.0,527496.0,4923205.0,A,56.85,0.0,19.13,69.97,0.0,0.0,8.833333332999999,527496.0,2461602.5,0.820534167,0.087916,0.159629167,0.941473167,0.9506897765614811,527496.0,3000000.0,1.726187,0.0020129413899134425,0.013073845380915916,0
66,117.0,2.0,2883560.0,3000000.0,2795521.0,0.0,50000.0,2888880.0,A,10.08,0.0,21.84,17.68,0.0,0.0,0.75,50000.0,1444440.0,0.96296,0.016666667,0.16228916699999998,0.926630417,1.0018449416693254,50000.0,1500000.0,1.9223733333333333,0.08510363462633665,0.09490851184733896,0
67,119.0,2.0,2925674.0,4000000.0,2392610.0,0.0,307265.0,0.0,A,100.0,0.0,100.0,44.05,0.0,0.0,2.0,307265.0,0.0,0.0,0.07681625,0.26037875,0.535553625,0.0,307265.0,2000000.0,1.462837,0.00016976478444619562,0.0009132420091324201,0
68,120.0,2.0,1104160.0,7000000.0,880675.0,0.0,267249.0,0.0,A,100.0,0.0,99.72,100.0,0.0,0.0,3.5,267249.0,0.0,0.0,0.038178429,0.033959286,0.22009428600000006,0.0,267249.0,3500000.0,0.3154742857142857,0.00011180817240495358,0.0,0
69,122.0,5.0,16912188.0,68000000.0,5082567.0,0.0,4226553.0,10807711.0,A,100.0,0.0,100.0,53.88,0.0,0.0,7.75,4226553.0,2161542.2,0.158936926,0.062155191,0.078522103,0.198695596,0.639048655324787,4226553.0,13600000.0,1.2435432352941176,4.541114779043289e-05,0.0,0
70,126.0,2.0,19756060.0,18000000.0,19628371.0,0.0,0.0,19822317.0,A,0.0,6.87,7.5,14.19,0.0,0.0,13.41666667,0.0,9911158.5,1.101239833,0.0,0.092002569,0.6852775,1.0033537557589924,0.0,9000000.0,2.195117777777778,0.7794549060450521,0.361441789865469,0
71,128.0,2.0,82447.0,5000000.0,68000.0,0.0,0.0,71247.0,A,100.0,0.0,97.82,99.61,0.0,0.0,1.583333333,0.0,35623.5,0.0142494,0.0,0.0,0.1008681,0.864155154220287,0.0,2500000.0,0.0329788,0.1793357385446296,0.13718202460890533,0
72,130.0,4.0,9384116.0,57000000.0,8450471.0,0.0,789870.0,9513223.0,A,17.75,0.0,20.41,31.59,0.0,0.0,10.75,789870.0,2378305.75,0.166898649,0.013857368,0.018311412,0.215778193,1.0137580353866043,789870.0,14250000.0,0.6585344561403509,0.021544664436413737,0.040461106959311294,0
73,132.0,2.0,5507953.0,5000000.0,4804712.0,500000.0,0.0,5503853.0,A,0.0,9.68,58.75,24.3,0.0,0.0,2.333333333,500000.0,2751926.5,1.1007706,0.1,0.3464093,0.7517659999999999,0.999255621825386,0.0,2500000.0,2.2031812,0.5967794302182992,0.23257510585176053,0
74,133.0,2.0,49436461.0,48000000.0,24704149.0,0.0,100000.0,44146980.0,A,0.0,2.11,47.06,59.38,0.0,1.0,14.25,100000.0,22073490.0,0.91972875,0.002083333,0.072757396,0.933404682,0.8930044567712887,100000.0,24000000.0,2.059852541666667,0.8984436079266257,0.6114925687084232,1
75,137.0,4.0,40694972.0,36000000.0,37754972.0,0.0,89000.0,0.0,A,84.8,0.0,81.8,101.5,0.0,0.0,7.666666667,89000.0,0.0,0.0,0.002472222,0.8563055559999999,1.017793938,0.0,89000.0,9000000.0,4.5216635555555555,0.25276257725245155,0.17184655266550303,0
76,141.0,6.0,40466328.0,51000000.0,41970110.0,0.0,1203059.0,40251125.0,A,32.58,0.0,10.48,7.43,0.0,0.0,8.75,1203059.0,6708520.833,0.789237745,0.023589392,0.077147966,0.8144774359999999,0.9946819241913919,1203059.0,8500000.0,4.760744470588235,0.028517389829135657,0.11500609549046163,0
77,142.0,3.0,13754728.0,78000000.0,4640666.0,0.0,0.0,3829500.0,A,0.0,0.0,75.0,100.0,0.0,0.0,8.75,0.0,1276500.0,0.049096154,0.0,0.042406506,0.094780147,0.27841335721069876,0.0,26000000.0,0.529028,0.024154933598262977,0.05955536210182645,0
78,143.0,2.0,3690227.0,5000000.0,3574722.0,0.0,0.0,3682624.0,A,18.35,0.0,22.2,80.7,0.0,1.0,3.416666667,0.0,1841312.0,0.7365248000000001,0.0,0.0,0.78511315,0.9979396931408284,0.0,2500000.0,1.4760908,0.17751173247664193,0.13214269851054636,0
79,144.0,2.0,3264378.0,9000000.0,3228560.0,0.0,0.0,3229179.0,A,0.0,0.0,9.23,12.96,0.0,1.0,10.58333333,0.0,1614589.5,0.35879766700000004,0.0,0.0,0.385441611,0.9892172413856484,0.0,4500000.0,0.7254173333333334,0.812579623595754,0.49846997929606635,0
80,146.0,3.0,1721164.0,28000000.0,399218.0,0.0,1590000.0,0.0,A,0.0,0.0,113.14,78.04,0.0,0.0,11.91666667,1590000.0,0.0,0.0,0.056785714,0.0434335,0.027723393,0.0,1590000.0,9333333.333333334,0.18441042857142856,0.0005764789497360342,0.0009132420091324201,0
81,147.0,2.0,65628.0,80000000.0,97666.0,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,2.0,1.0,2.916666667,0.0,0.0,0.0,0.0,0.0,0.000355409,0.0,0.0,40000000.0,0.0016407,0.9959665137656993,0.818345259391771,1
82,151.0,2.0,3138502.0,13000000.0,3126000.0,0.0,0.0,3194687.0,A,39.52,0.0,38.81,58.16,0.0,0.0,4.833333333,0.0,1597343.5,0.245745154,0.0,0.0006048080000000001,0.250294712,1.0179018525398422,0.0,6500000.0,0.48284646153846156,0.19559483892634608,0.1347393520960677,0
83,153.0,3.0,44872441.0,71000000.0,29202987.0,0.0,321198.0,35989542.0,A,12.29,0.0,10.84,11.46,0.0,0.0,11.41666667,321198.0,11996514.0,0.506894958,0.004523915,0.0,1.096380644,0.802041101352164,321198.0,23666666.666666668,1.8960186338028169,0.1917179684682714,0.15606540639083782,0
84,154.0,2.0,1825244.0,4000000.0,1770165.0,0.0,0.0,1827110.0,A,19.35,0.0,9.84,9.69,0.0,0.0,2.333333333,0.0,913555.0,0.4567775,0.0,0.0,0.473858,1.0010223290694285,0.0,2000000.0,0.912622,0.3194124607477295,0.21256251922918587,0
85,155.0,2.0,5356229.0,5000000.0,5373285.0,0.0,20000.0,5366278.0,A,0.0,7.13,13.13,10.05,0.0,1.0,1.75,20000.0,2683139.0,1.0732556,0.004,0.0635125,1.0065374,1.0018761333766724,20000.0,2500000.0,2.1424916,0.8380938929615476,0.485136645962733,1
86,158.0,3.0,61631766.0,56000000.0,74605410.0,0.0,0.0,73132564.0,A,0.63,9.23,12.03,9.67,0.0,0.0,14.08333333,0.0,24377521.33,1.305938643,0.0,0.096526786,1.201252531,1.1866050374087933,0.0,18666666.666666668,3.30170175,0.9235802741416055,0.6326824116012637,1
87,160.0,3.0,3941435.0,6000000.0,1733129.0,0.0,2585900.0,829240.0,A,54.5,0.0,68.77,32.39,0.0,0.0,7.25,2585900.0,276413.3333,0.138206667,0.430983333,0.12210825,0.25187625,0.21039037812370368,2585900.0,2000000.0,1.9707175,0.0011997697551981716,0.008886853510997217,0
88,161.0,3.0,39330233.0,50000000.0,19123532.0,0.0,15655452.0,47627500.0,A,85.81,0.0,45.25,14.53,0.0,0.0,17.75,15655452.0,15875833.33,0.95255,0.31310904,0.2335299,0.77130213,1.2109640947207203,15655452.0,16666666.666666666,2.35981398,0.021067937682290858,0.046934990066396,0
